time_s,rms,zcr,spectral_centroid_hz,spectral_spread_hz,spectral_rolloff_hz,spectral_flatness,spectral_flux,dominant_freq_hz,phase_lock,phase_gradient_var,attack_strength
0.256,0.014900226,0.014404296875,529.8565169314421,692.5425701815201,820.3125,6.1464696e-08,6.80114,375.0,0.66033834,8.496063,0.008355384
0.2773333333333333,0.015028843,0.01416015625,544.1183998454211,705.4256761291135,902.34375,7.476761e-08,8.14592,187.5,0.6521137,8.398841,0.013524211
0.2986666666666667,0.017557446,0.014404296875,543.4464592957008,687.3775911757912,843.75,7.30839e-08,7.8458486,187.5,0.63242894,8.578009,0.014730748
0.32,0.01988943,0.015869140625,514.0576579049845,648.9170557441471,750.0,4.3569397e-08,12.867091,386.71875,0.57860756,8.756468,0.0193138
0.3413333333333333,0.021234827,0.0146484375,479.96127528191346,605.0296330246819,726.5625,2.4028301e-08,16.873453,375.0,0.6626834,8.388549,0.027298631
0.3626666666666667,0.021373952,0.0146484375,476.3222187349001,626.7543561312067,679.6875,2.7069154e-08,8.526068,375.0,0.69666916,8.277393,0.016645007
0.384,0.020645,0.014404296875,517.9048114089421,659.1582367288363,785.15625,3.9209308e-08,14.201978,281.25,0.6956853,8.735927,0.008796998
0.4053333333333333,0.019686744,0.0146484375,524.1741684560694,630.6297453941432,785.15625,3.7008764e-08,8.087146,375.0,0.62011206,8.431113,0.027605705
0.4266666666666667,0.018602947,0.01513671875,538.7310231001642,634.9913275532978,785.15625,3.332098e-08,11.589386,375.0,0.6812824,8.447275,0.013901881
0.448,0.017565398,0.0166015625,564.0288936891683,666.5795579979997,867.1875,4.1736378e-08,9.709319,375.0,0.6438867,8.769722,0.021421699
0.4693333333333333,0.015078323,0.017333984375,594.0530003125624,688.0697591524939,937.5,5.8213775e-08,12.554541,187.5,0.6091102,8.379383,0.008206203
0.49066666666666664,0.013222188,0.01708984375,618.9713318157817,694.2820376055939,1007.8125,6.2717106e-08,7.9301624,187.5,0.62826926,8.592745,0.013047713
0.512,0.014816403,0.01708984375,605.8287562803293,692.387421935876,1031.25,5.0701217e-08,13.05818,375.0,0.6126125,8.397295,0.009948426
0.5333333333333333,0.017221395,0.014892578125,584.937121645693,672.4273891079663,914.0625,3.0699542e-08,12.07719,375.0,0.56491566,8.548602,0.0137765175
0.5546666666666666,0.019709183,0.0146484375,549.0545613445256,647.7791990988322,855.46875,2.7665497e-08,7.990308,363.28125,0.5847374,8.24139,0.020672973
0.576,0.021266416,0.01416015625,522.9955590675476,623.4981379220687,832.03125,3.1732164e-08,8.361149,375.0,0.5955159,8.301376,0.024765905
0.5973333333333334,0.021039622,0.013427734375,518.5361832802918,628.5717650247801,832.03125,3.520857e-08,9.956389,375.0,0.6592336,8.651262,0.016696572
0.6186666666666667,0.020839447,0.013427734375,504.20243899568237,634.6388411543131,773.4375,4.1058563e-08,10.768273,363.28125,0.67248344,8.520084,0.02233244
0.64,0.019869523,0.013671875,529.1545605641256,672.2343898797827,843.75,4.492165e-08,9.064127,222.65625,0.61416674,8.214426,0.013876397
0.6613333333333333,0.019073317,0.0146484375,557.3309239763018,655.2991636728743,937.5,4.5763684e-08,9.723112,222.65625,0.6191318,8.661259,0.0125062335
0.6826666666666666,0.018237062,0.01513671875,570.7954144513932,662.1767618880832,996.09375,4.9988948e-08,8.951583,222.65625,0.6694312,8.10918,0.024919761
0.704,0.018005157,0.01513671875,571.3498783058538,708.4343969147402,1007.8125,5.8253576e-08,11.071639,281.25,0.6443881,8.658823,0.010773241
0.7253333333333334,0.01891863,0.0146484375,540.1191854363268,700.548874677857,855.46875,5.7621058e-08,9.126142,281.25,0.58277273,8.35581,0.014242883
0.7466666666666667,0.023653757,0.013671875,523.5938767519488,645.5141381949592,808.59375,4.5445564e-08,13.039554,281.25,0.6114964,8.09329,0.012834541
0.768,0.028596165,0.013916015625,526.7464841963292,597.6015983492638,773.4375,3.031741e-08,20.075106,386.71875,0.6549721,8.59067,0.03375965
0.7893333333333333,0.031680863,0.015380859375,511.85803433070953,579.1114631659408,738.28125,2.190278e-08,21.778053,375.0,0.60848385,8.554909,0.050616838
0.8106666666666666,0.032748904,0.016357421875,533.4632561531115,578.0818065107889,761.71875,2.5460222e-08,12.0201235,375.0,0.620997,8.204797,0.032158434
0.832,0.031286895,0.01611328125,558.3536534303978,634.0181478712134,843.75,3.628245e-08,20.573004,375.0,0.6703336,8.365186,0.030691914
0.8533333333333334,0.028894924,0.0146484375,556.6302504581852,672.61610486328,843.75,5.0056524e-08,19.675386,375.0,0.6612431,8.364495,0.021978408
0.8746666666666667,0.025996104,0.014892578125,566.3157795554961,672.2077671405879,925.78125,5.976596e-08,17.72143,210.9375,0.57081676,8.327833,0.021368131
0.896,0.026206516,0.0146484375,558.445856032657,654.3669626912794,867.1875,6.385171e-08,15.258378,210.9375,0.5428808,8.4154415,0.031090446
0.9173333333333333,0.027309304,0.015869140625,608.9703168026492,668.3947657346635,984.375,4.192371e-08,25.626532,375.0,0.65788686,8.291548,0.018337406
0.9386666666666666,0.02866685,0.017578125,588.7917037710796,628.074074105318,960.9375,2.8454775e-08,13.27396,375.0,0.6356003,8.198908,0.02691071
0.96,0.029322846,0.01611328125,557.7461889453186,604.1385494079123,855.46875,2.2399263e-08,14.564413,375.0,0.65096194,8.579372,0.032471187
0.9813333333333333,0.029682957,0.015380859375,534.0068920419994,625.0049840380025,832.03125,3.0504626e-08,20.5621,363.28125,0.6289479,8.430711,0.03601126
1.0026666666666666,0.029044118,0.015625,524.2173825186529,651.7746678660887,843.75,4.2212466e-08,15.953693,222.65625,0.5662336,8.712083,0.016090851
1.024,0.02986724,0.01513671875,547.8693943047492,662.2995558127969,949.21875,5.755553e-08,14.992194,187.5,0.5653347,8.449486,0.03110485
1.0453333333333332,0.031332783,0.01513671875,542.0491513441495,645.8183984197063,890.625,5.6537417e-08,24.921413,187.5,0.65830034,8.738752,0.03145237
1.0666666666666667,0.03432468,0.0146484375,528.3270682351318,635.7570783729767,925.78125,4.607131e-08,25.039675,281.25,0.6639605,8.200512,0.04105252
1.088,0.03490612,0.013427734375,506.732110789185,622.4693085819795,843.75,3.2292473e-08,17.928003,281.25,0.6104356,8.714788,0.025069369
1.1093333333333333,0.039656475,0.01318359375,492.9312050115084,610.9316938381734,785.15625,2.7546685e-08,18.599825,281.25,0.66306466,8.2319975,0.041267186
1.1306666666666667,0.042948067,0.01318359375,489.9727121803881,589.7769090877117,750.0,2.270695e-08,23.266798,281.25,0.6022723,8.315223,0.034828812
1.152,0.044771098,0.014404296875,483.6783414020683,564.8537625562735,738.28125,1.8780154e-08,33.529903,375.0,0.6211842,8.269293,0.05068516
1.1733333333333333,0.046340875,0.01513671875,497.8215148110253,587.7031450866181,738.28125,2.6746473e-08,24.193073,375.0,0.6568826,8.643267,0.044261836
1.1946666666666668,0.044047717,0.014404296875,545.0596108948617,638.8710646560564,902.34375,3.9477655e-08,23.94673,375.0,0.67376155,8.516314,0.055955175
1.216,0.042642973,0.01513671875,537.902281295643,643.6638374246164,925.78125,4.348298e-08,31.240334,386.71875,0.6332048,8.438026,0.042374898
1.2373333333333334,0.041464634,0.014404296875,543.1993059993774,662.5065976026596,855.46875,4.2219806e-08,23.158184,210.9375,0.5513493,8.2803,0.04461823
1.2586666666666666,0.04617983,0.01416015625,553.4742601107394,663.3280356732031,843.75,4.320071e-08,25.353909,375.0,0.569486,8.59111,0.038910586
1.28,0.050528876,0.015380859375,553.4162414893659,645.7154372571598,855.46875,2.8211707e-08,35.82796,375.0,0.62264466,8.379044,0.046959385
1.3013333333333332,0.05433383,0.01611328125,544.1752660245257,622.3318664412587,925.78125,2.1211049e-08,34.115948,375.0,0.5792221,8.418819,0.0559906
1.3226666666666667,0.054864947,0.0166015625,571.4779009601576,617.832617098825,996.09375,1.8114411e-08,28.764471,375.0,0.5695666,8.711838,0.07406789
1.344,0.057052642,0.01513671875,555.7974128736698,612.859322609746,972.65625,2.452321e-08,41.460667,375.0,0.5955688,7.968175,0.06748729
1.3653333333333333,0.05785421,0.014404296875,554.662540637309,734.4401883890276,984.375,7.345838e-08,41.7053,210.9375,0.6334585,8.053003,0.06374959
1.3866666666666667,0.061523218,0.01318359375,537.6689176598478,798.929926718351,855.46875,7.026439e-08,36.001488,210.9375,0.5463917,8.930853,0.03576694
1.408,0.061379496,0.013671875,529.8400398678239,682.7153933214173,843.75,4.8618666e-08,28.924574,375.0,0.61416304,8.266567,0.07634024
1.4293333333333333,0.058835056,0.01416015625,530.0561611558563,609.6008791635476,855.46875,2.039201e-08,38.198444,375.0,0.66626626,8.280938,0.06952651
1.4506666666666668,0.055412147,0.013916015625,550.4287789579489,645.5414436138624,937.5,1.924565e-08,31.23445,281.25,0.6528486,8.391051,0.05138511
1.472,0.051541384,0.0146484375,535.046190744662,641.450021010567,878.90625,2.0806018e-08,29.373251,281.25,0.62013376,8.685457,0.04072687
1.4933333333333334,0.056927416,0.01318359375,538.076563066,639.8384396791694,832.03125,2.2250923e-08,35.38091,281.25,0.6344948,8.622404,0.047065735
1.5146666666666666,0.059319388,0.013916015625,529.632106109012,627.8715881423557,820.3125,1.8315614e-08,46.18395,375.0,0.6439301,8.318941,0.057975683
1.536,0.064643934,0.01513671875,543.5175379771267,627.4338481119158,832.03125,2.0392024e-08,36.104454,375.0,0.64687055,8.528212,0.11181956
1.5573333333333332,0.06422057,0.014892578125,554.8076275024343,630.7630701405194,984.375,2.0738382e-08,32.81647,375.0,0.66139644,8.501902,0.060855955
1.5786666666666667,0.063305646,0.014892578125,586.9145851186801,660.4937838654222,1019.53125,2.5671108e-08,47.39494,210.9375,0.5921746,8.59111,0.058295377
1.6,0.06069939,0.017333984375,580.2388630899625,686.2961892360196,996.09375,2.3833698e-08,32.912144,210.9375,0.5449874,8.456249,0.07021917
1.6213333333333333,0.059064392,0.016357421875,583.870671277087,695.495145752148,925.78125,2.7175886e-08,30.803064,328.125,0.58106613,8.740446,0.05035508
1.6426666666666667,0.061359916,0.016357421875,588.9977618721426,693.1807413856278,937.5,2.3926221e-08,34.72054,375.0,0.6656693,8.493762,0.059590623
1.664,0.06275519,0.016845703125,593.0378801556943,694.2515786362665,1007.8125,2.2317296e-08,34.442226,375.0,0.66389203,8.6582985,0.058911745
1.6853333333333333,0.06691343,0.01513671875,605.6657100379867,705.2504664657292,1007.8125,2.5655751e-08,31.783884,375.0,0.63935006,8.400547,0.09145801
1.7066666666666668,0.06776846,0.015380859375,595.9346276781273,686.6575157586099,1066.40625,2.476782e-08,31.881035,375.0,0.6385829,8.570456,0.06501886
1.728,0.070391946,0.014892578125,569.4657886367069,687.971308742683,1019.53125,2.4990593e-08,34.641155,375.0,0.63696676,8.396799,0.10549796
1.7493333333333334,0.07366795,0.015869140625,554.6545698493682,697.2658441687912,984.375,3.334776e-08,33.539433,375.0,0.5996831,8.083576,0.058030885
1.7706666666666666,0.075702354,0.015380859375,560.2746893090036,695.6876604942208,984.375,3.818632e-08,28.491371,375.0,0.5889126,8.590288,0.07950466
1.792,0.07922682,0.016357421875,562.3133021430218,712.9604402651344,996.09375,3.7292025e-08,34.204742,375.0,0.6379287,8.304716,0.113197155
1.8133333333333332,0.07954139,0.01611328125,574.2081378504269,724.3612653983771,1007.8125,4.689744e-08,33.176952,375.0,0.6336924,8.704877,0.1070894
1.8346666666666667,0.08011226,0.014892578125,551.6345195834939,718.9706365510491,949.21875,5.3495206e-08,42.591515,281.25,0.5738662,8.625732,0.12006513
1.856,0.0833306,0.0146484375,521.9331386958243,718.4731065342822,832.03125,4.0995086e-08,40.20116,187.5,0.56415594,8.500112,0.057362873
1.8773333333333333,0.092033274,0.013427734375,544.5908712785282,725.6135217427812,843.75,3.860659e-08,46.301857,187.5,0.54058236,8.486454,0.0610505
1.8986666666666667,0.0929122,0.014404296875,537.1446359490803,713.8581591910911,843.75,3.1848565e-08,57.749405,187.5,0.56559,8.469191,0.09522828
1.92,0.09445111,0.013916015625,521.4107128863857,709.7123824068301,843.75,3.0512084e-08,47.15089,375.0,0.5785102,8.46762,0.1298026
1.9413333333333334,0.09751562,0.013427734375,550.6473061500966,741.1660727401428,996.09375,4.107215e-08,50.83282,105.46875,0.5667883,8.432198,0.08913301
1.9626666666666666,0.09819063,0.012939453125,572.2742161050413,749.9244453249474,1007.8125,4.454243e-08,35.136593,105.46875,0.5557668,8.409956,0.103273064
1.984,0.107980914,0.01318359375,568.2804889135389,741.3223828863423,972.65625,3.6010356e-08,69.16276,375.0,0.612101,8.573642,0.08705852
2.005333333333333,0.11508397,0.014404296875,573.6631010658415,757.9568897490783,937.5,2.8182667e-08,51.9833,375.0,0.63676935,8.634633,0.12993312
2.026666666666667,0.120936275,0.01416015625,586.8560224846128,763.0130488590872,937.5,2.6276096e-08,38.798874,375.0,0.6455724,8.449532,0.10918566
2.048,0.12014391,0.015625,567.8269243644506,737.4725757616939,984.375,2.5932641e-08,77.05295,375.0,0.6131139,8.551041,0.17820203
2.0693333333333332,0.11369601,0.013671875,595.5540204905972,759.6823575418287,1019.53125,3.2261866e-08,64.07509,222.65625,0.58446074,8.569391,0.15965466
2.0906666666666665,0.10850881,0.0146484375,607.5529767068799,776.013911500418,1101.5625,4.358213e-08,74.77763,222.65625,0.5762953,8.46134,0.12477231
2.112,0.10833214,0.015625,623.4303831164079,818.3632867668913,1089.84375,5.177077e-08,52.72997,222.65625,0.6010024,8.424626,0.14328542
2.1333333333333333,0.11384022,0.01513671875,610.6091107739823,795.1927168645269,1019.53125,4.1526604e-08,82.8246,375.0,0.52343136,8.7984915,0.15175155
2.1546666666666665,0.11915919,0.017333984375,612.8318013197877,794.704224691986,1042.96875,3.7853514e-08,53.45789,375.0,0.5428786,8.610081,0.17900476
2.176,0.12123106,0.016357421875,608.5750355461996,826.8142210441923,1089.84375,3.880505e-08,78.231544,375.0,0.58558166,8.413694,0.17318049
2.1973333333333334,0.122326724,0.017578125,616.1168812176041,812.3976063309743,1031.25,4.6488083e-08,78.05661,281.25,0.6021318,8.427265,0.09483259
2.2186666666666666,0.11973507,0.016845703125,603.9831074211301,803.9444197047243,984.375,5.0968556e-08,79.03125,281.25,0.5243742,8.629966,0.19919345
2.24,0.12539297,0.015625,586.578374197522,809.6290080584814,984.375,5.431458e-08,76.499245,199.21875,0.5423075,8.604851,0.18385749
2.2613333333333334,0.13465986,0.01611328125,611.6839946194827,839.1777070868775,1007.8125,6.115901e-08,89.592155,187.5,0.5933075,8.629744,0.13107283
2.2826666666666666,0.12882851,0.015380859375,588.1991491166041,811.1036222986032,1007.8125,4.744087e-08,76.57374,210.9375,0.5159211,8.583291,0.17966308
2.304,0.12873377,0.017333984375,602.3370517446693,847.659339225515,1007.8125,5.8369807e-08,65.87818,187.5,0.5371375,8.387365,0.12546581
2.3253333333333335,0.13550682,0.017578125,633.9843396116922,869.3050759502186,1019.53125,6.173142e-08,61.35888,105.46875,0.5517944,8.505918,0.13370392
2.3466666666666667,0.13872313,0.01708984375,624.6431526188251,844.3883546654434,1007.8125,4.8447017e-08,99.69147,375.0,0.55941427,8.631664,0.19892366
2.368,0.15564138,0.017333984375,640.0393832540747,856.8901869643564,1042.96875,4.1255237e-08,88.31616,375.0,0.5659175,8.462704,0.21793419
2.3893333333333335,0.17553835,0.01611328125,659.9237248122349,868.487278441374,1101.5625,3.8479644e-08,78.181564,375.0,0.58310455,8.346819,0.17004873
2.4106666666666667,0.1749447,0.01708984375,637.5740381083979,855.0212091975922,1054.6875,3.500592e-08,92.9124,375.0,0.5897373,8.582243,0.22830021
2.432,0.17828164,0.01806640625,635.6023613728032,855.6557999625924,1066.40625,4.327642e-08,54.67125,375.0,0.59147394,8.461801,0.24073793
2.453333333333333,0.18846396,0.015869140625,652.6902160820872,867.5324895631185,1066.40625,5.5084744e-08,100.744385,375.0,0.6585374,8.489807,0.21902552
2.474666666666667,0.18224445,0.01611328125,634.8417605561414,860.6522804637116,1042.96875,5.7248656e-08,117.500694,375.0,0.6307701,8.618898,0.24863206
2.496,0.18581912,0.0146484375,639.6764261519766,887.1926245456594,1019.53125,4.7245326e-08,89.50142,210.9375,0.5498175,8.520557,0.25715166
2.517333333333333,0.1817801,0.01318359375,662.7622398222622,903.0320392364438,1054.6875,4.5603027e-08,78.91072,375.0,0.53298354,8.4114895,0.23069282
2.538666666666667,0.17617017,0.013916015625,672.9314278240431,933.2923089417607,1113.28125,6.1522336e-08,118.29095,375.0,0.5878908,8.557265,0.19914527
2.56,0.18073764,0.01416015625,672.2612178195826,933.8114593068387,1125.0,6.098028e-08,94.632774,375.0,0.5813857,8.5726595,0.16881196
2.5813333333333333,0.18948086,0.01513671875,649.6911345170012,905.4205024594081,1031.25,5.018222e-08,107.05978,210.9375,0.5056653,8.518396,0.28770164
2.6026666666666665,0.18803662,0.015869140625,604.8788254415641,894.1090399873907,949.21875,4.7405777e-08,108.583206,210.9375,0.52523416,8.563388,0.2581052
2.624,0.20439322,0.0166015625,647.3847256828972,915.7749881117786,1054.6875,6.632913e-08,120.1343,199.21875,0.58830833,8.620394,0.16838998
2.6453333333333333,0.20321068,0.015869140625,641.7352836478254,873.9340276274812,1066.40625,5.4002708e-08,132.74496,210.9375,0.55836546,8.708602,0.27678025
2.6666666666666665,0.19613607,0.015625,634.8545513559317,890.8665880142189,1054.6875,4.228755e-08,87.962135,210.9375,0.5180404,8.36143,0.3068366
2.688,0.20818026,0.017333984375,673.3248385430387,947.03460962931,1113.28125,5.9781826e-08,129.90096,222.65625,0.5463842,8.54231,0.17358668
2.7093333333333334,0.19946726,0.0166015625,688.3049589731451,943.7204867004253,1136.71875,5.803554e-08,109.70848,328.125,0.6166685,8.424274,0.20859174
2.7306666666666666,0.21263924,0.016845703125,670.0674537478429,915.725681992769,1125.0,4.3834245e-08,122.3842,375.0,0.5970585,8.584606,0.12646744
2.752,0.22968182,0.01708984375,655.3831403105123,901.0044163088684,1113.28125,3.1901486e-08,84.91309,375.0,0.60062414,8.546352,0.3589217
2.7733333333333334,0.2381965,0.01513671875,666.432835713886,912.3132630161462,1054.6875,2.9343466e-08,115.16392,375.0,0.62466234,8.564107,0.18272412
2.7946666666666666,0.23470403,0.0146484375,642.6294669346728,900.5835657997887,996.09375,3.1784978e-08,62.196426,375.0,0.64579904,8.654063,0.29827136
2.816,0.23245846,0.014404296875,654.3479869067065,884.8341392744325,1007.8125,3.3874993e-08,81.49347,375.0,0.6538719,8.467942,0.17288205
2.8373333333333335,0.22499086,0.01416015625,677.312368809969,873.6256884613489,1089.84375,4.066913e-08,83.32878,375.0,0.6381144,8.510836,0.2798417
2.8586666666666667,0.21656114,0.013671875,692.6234986161938,925.6010635041523,1136.71875,4.42832e-08,93.63916,222.65625,0.59605426,8.559997,0.30436742
2.88,0.21349436,0.014404296875,712.8118825162002,961.939746088532,1253.90625,4.5229914e-08,85.5319,375.0,0.5633571,8.463126,0.25764933
2.9013333333333335,0.20859116,0.0146484375,705.4619332931662,976.3793542348974,1183.59375,5.5981015e-08,139.34128,375.0,0.6008785,8.292971,0.1864079
2.9226666666666667,0.21703613,0.013427734375,680.0935112185946,976.9778523656354,1125.0,5.6793468e-08,167.1443,222.65625,0.5988213,8.668116,0.18553613
2.944,0.20730396,0.013427734375,664.9621658368251,948.7043339900464,1125.0,4.1383824e-08,162.86754,210.9375,0.46944806,8.50665,0.26579538
2.965333333333333,0.22111897,0.0126953125,708.1259169352865,963.5021991983967,1265.625,4.7636085e-08,115.08606,210.9375,0.5036151,8.580965,0.2510851
2.986666666666667,0.2308673,0.0126953125,664.7232956995938,939.3522466479001,1136.71875,4.2715808e-08,76.68454,210.9375,0.5113733,8.394802,0.28704202
3.008,0.2408841,0.013671875,644.6090085550071,915.2531551914284,1125.0,3.9304982e-08,130.08598,210.9375,0.5424712,8.687065,0.21771288
3.029333333333333,0.26313236,0.0146484375,646.3065191799718,901.1080796164183,1125.0,3.6444447e-08,109.74124,210.9375,0.5872333,8.756489,0.35693672
3.050666666666667,0.2645955,0.015625,608.6296212734655,870.9920415928818,1007.8125,3.4181724e-08,98.51959,375.0,0.6093054,8.367039,0.27225435
3.072,0.2561566,0.0166015625,648.1841622020638,883.6526262194011,1007.8125,3.905593e-08,169.17145,375.0,0.6264048,8.481338,0.16923401
3.0933333333333333,0.22552378,0.016845703125,682.2458166999827,908.403503372732,1101.5625,4.5861974e-08,115.151886,375.0,0.6443057,8.6567955,0.40106517
3.1146666666666665,0.21433829,0.017578125,710.7007899302305,941.0070584462904,1207.03125,5.9407135e-08,126.30598,375.0,0.6497967,8.601908,0.1860487
3.136,0.20866325,0.01904296875,701.2293693731671,932.2197004309933,1242.1875,6.178124e-08,136.68474,328.125,0.5535443,8.674911,0.27634585
3.1573333333333333,0.21862756,0.017578125,682.2743404323747,935.4623438600704,1066.40625,4.4693795e-08,133.98648,375.0,0.5419364,8.4818535,0.33350915
3.1786666666666665,0.2535452,0.017822265625,651.965352547224,901.7313506697326,996.09375,3.972241e-08,138.37318,375.0,0.5942614,8.565311,0.22709952
3.2,0.26257214,0.0166015625,612.1551080944016,843.522421094823,902.34375,3.0284934e-08,177.02542,375.0,0.6268885,8.644694,0.25195864
3.2213333333333334,0.24854471,0.015380859375,610.4295881124245,836.2140462051616,890.625,2.8232213e-08,138.76993,210.9375,0.5890718,8.693614,0.3240913
3.2426666666666666,0.23459043,0.015869140625,701.4558844486978,959.0076086306038,1113.28125,4.8254233e-08,174.67294,210.9375,0.53656393,8.398464,0.36799467
3.264,0.20459345,0.01611328125,764.9672838560579,1014.250063972517,1265.625,6.234183e-08,212.26088,375.0,0.5619968,8.420486,0.23784342
3.2853333333333334,0.20034218,0.014404296875,750.6823160177187,1015.4954856695997,1242.1875,5.3544984e-08,112.22434,375.0,0.5803406,8.476,0.2229645
3.3066666666666666,0.20405208,0.013671875,720.5450721752601,989.5871132849456,1230.46875,4.623922e-08,176.17636,210.9375,0.553331,8.882025,0.17305392
3.328,0.23232667,0.013671875,729.3487509950876,974.008717693337,1242.1875,4.190905e-08,161.9362,210.9375,0.50488967,8.4725,0.3434871
3.3493333333333335,0.23951547,0.01318359375,722.7414477732805,945.0926870754749,1242.1875,4.2396557e-08,117.29283,210.9375,0.515318,8.424206,0.3341556
3.3706666666666667,0.25679037,0.01513671875,664.9106986833899,901.518239801518,1066.40625,4.086331e-08,167.11513,210.9375,0.49165606,8.505032,0.2928773
3.392,0.28477204,0.014404296875,657.6277054586465,885.4834218106794,1113.28125,3.349328e-08,232.86813,210.9375,0.5502125,8.678553,0.425972
3.4133333333333336,0.2747902,0.0146484375,622.2825843492376,860.3345659752346,1007.8125,2.9536617e-08,143.35458,210.9375,0.63218147,8.502206,0.37490287
3.4346666666666668,0.27182963,0.015869140625,631.332573323947,880.0698046668538,1007.8125,3.7260463e-08,154.03468,375.0,0.62317395,8.33527,0.22603726
3.456,0.2463028,0.015380859375,680.6598823397321,899.5560471553313,1183.59375,5.226162e-08,161.88318,375.0,0.6015622,8.5246105,0.32146376
3.477333333333333,0.22332507,0.0166015625,715.1289936421366,922.1120541945506,1242.1875,5.8487476e-08,124.910904,375.0,0.60038507,8.50936,0.25513723
3.498666666666667,0.2116967,0.0166015625,702.1330554032048,908.3737286229491,1136.71875,5.1026912e-08,149.49463,375.0,0.6120583,8.575703,0.19531336
3.52,0.22041166,0.015625,696.8133392551844,917.4975530323655,1125.0,4.377506e-08,109.36566,328.125,0.5835278,8.69355,0.3028089
3.541333333333333,0.23139632,0.01611328125,692.777929034646,907.0214300714247,1195.3125,4.4394046e-08,142.18095,328.125,0.6298084,8.412598,0.22410518
3.562666666666667,0.24183762,0.01611328125,654.1640631479565,900.6981194972601,1007.8125,3.8999254e-08,108.56766,328.125,0.6257198,8.654336,0.28917763
3.584,0.23113176,0.015625,658.0831458933507,880.8200912569614,1031.25,3.890782e-08,132.30206,375.0,0.5909671,8.365554,0.22193898
3.6053333333333333,0.21709083,0.0166015625,699.0852159146162,932.4988115956288,1113.28125,5.0226035e-08,111.72654,375.0,0.57011485,8.731518,0.31801474
3.6266666666666665,0.21366365,0.015625,765.2513647958149,1017.4838923537499,1300.78125,7.1546125e-08,138.4879,375.0,0.5365997,8.523644,0.20945828
3.648,0.19519253,0.015869140625,711.2598664938591,990.0980470906359,1242.1875,4.9908927e-08,165.43427,222.65625,0.49717867,8.344156,0.16893215
3.6693333333333333,0.20469601,0.017578125,716.9808993313688,977.7498405220938,1253.90625,4.3337835e-08,104.271645,222.65625,0.4698772,8.696568,0.16863094
3.6906666666666665,0.20563455,0.018310546875,752.6611377773376,966.1989294057522,1277.34375,5.5103673e-08,115.858086,222.65625,0.4723005,8.580532,0.2818298
3.712,0.19954696,0.0185546875,780.8735001094317,960.8052075408228,1335.9375,7.110895e-08,134.9281,210.9375,0.5079378,8.605148,0.28866327
3.7333333333333334,0.2048737,0.019775390625,747.0007419614708,946.7093442194246,1324.21875,6.706311e-08,157.44437,199.21875,0.5589286,8.558126,0.28252137
3.7546666666666666,0.24706255,0.017333984375,692.8620183605983,932.9815595638764,1148.4375,5.568724e-08,145.73012,375.0,0.61324644,8.380003,0.27161205
3.776,0.26632422,0.01513671875,654.0884435034152,884.9137740308229,1066.40625,3.944327e-08,184.92438,375.0,0.6015776,8.511762,0.21353242
3.7973333333333334,0.26649675,0.0166015625,642.2121035229015,887.1979511402508,1019.53125,3.658189e-08,100.572655,375.0,0.6384814,8.478806,0.3575823
3.8186666666666667,0.25879413,0.01416015625,684.3344961674107,900.398214615689,1230.46875,4.417572e-08,162.54268,375.0,0.6152408,8.648518,0.23376994
3.84,0.21751568,0.0146484375,741.9812945932534,944.2827074139592,1300.78125,5.902879e-08,155.33398,281.25,0.6357934,8.391481,0.36274853
