time_s,envelope
6.62,0.10805659
6.625,0.13967787
6.63,0.098292604
6.635,0.072307855
6.64,0.07905911
6.645,0.07795118
6.65,0.14017989
6.655,0.14879523
6.66,0.07831958
6.665,0.008724123
6.67,0.14872797
6.675,0.040727347
6.68,0.14454146
6.685,0.07555202
6.69,-0.0094814
6.695,0.020743415
6.7,-0.02138143
6.705,-0.03995303
6.71,-0.036566906
6.715,0.005491823
6.72,-0.019357748
6.725,-0.03956665
6.73,0.010386065
6.735,-0.06267755
6.74,-0.04002966
6.745,-0.012233213
6.75,0.026308417
6.755,0.034799665
6.76,0.009304568
6.765,0.009294793
6.77,0.019668743
6.775,-0.05214414
6.78,-0.052177913
6.785,-0.009700492
6.79,0.0882687
6.795,0.090998024
6.8,-0.017143495
6.805,0.124401525
6.81,0.011590257
6.815,0.004797101
6.82,0.14308234
6.825,-0.011524685
6.83,-0.00087472796
6.835,0.09122777
6.84,0.002186656
6.845,0.012121528
6.85,0.15544628
6.855,0.07789469
6.86,0.08013329
6.865,0.13522767
6.87,-0.009093896
6.875,0.08266932
6.88,-0.02629029
6.885,0.08366443
6.89,0.08916433
6.895,-0.06607679
6.9,0.073762745
6.905,-0.009926148
6.91,0.009160593
6.915,0.014797077
6.92,0.07522206
6.925,0.10455634
6.93,0.045563385
6.935,-0.026373692
6.94,-0.051505156
6.945,0.060799196
6.95,0.014236689
6.955,0.03692262
6.96,0.084519446
6.965,0.06251079
6.97,0.027015299
6.975,-0.04615733
6.98,0.13614748
6.985,0.10764517
6.99,0.07184929
6.995,0.034718543
7.0,0.11403988
7.005,0.123312965
7.01,0.04832685
7.015,0.08493489
7.02,0.22287525
7.025,0.060733616
7.03,0.11826484
7.035,0.15014665
7.04,0.14273266
7.045,0.078989804
7.05,0.264695
7.055,0.004705906
7.06,0.15715896
7.065,0.03446135
7.07,0.06555322
7.075,-0.033987276
7.08,0.028498769
7.085,-0.050142847
7.09,0.043734595
7.095,0.04575433
7.1,0.042583436
7.105,0.005593568
7.11,-0.0018340349
7.115,0.0030473918
7.12,0.022688657
7.125,-0.013012499
7.13,0.008368373
7.135,0.012330353
7.14,-0.007134363
7.145,-0.0227312
7.15,-0.034050517
7.155,0.035982788
7.16,0.06853096
7.165,0.084116116
7.17,0.028752983
7.175,0.0035029799
7.18,0.015002564
7.185,0.05581352
7.19,0.02836439
7.195,-0.0047935545
7.2,-0.0010823458
7.205,0.009711534
7.21,0.07222746
7.215,-0.022379763
7.22,0.09937835
7.225,0.06414768
7.23,0.059319317
7.235,0.1211582
7.24,0.023803785
7.245,0.0030876845
7.25,0.024047494
7.255,0.061746284
7.26,-0.045383297
7.265,-0.028489023
7.27,0.008883327
7.275,-0.015557945
7.28,0.013057306
7.285,-0.014233284
7.29,-0.012015156
7.295,0.011814639
7.3,0.013969913
7.305,0.08782944
7.31,0.013931125
7.315,-0.038406856
7.32,-0.03057766
7.325,0.019838274
7.33,0.0017472953
7.335,0.01704581
7.34,0.046258017
7.345,0.07248247
7.35,0.024142295
7.355,0.037773475
7.36,0.07400115
7.365,0.115507066
7.37,0.18456687
7.375,0.108631656
7.38,0.13097994
7.385,0.11986311
7.39,0.0672697
7.395,0.052306935
7.4,0.16078652
7.405,0.06858224
7.41,0.12681042
7.415,0.23150109
7.42,0.083057195
7.425,0.14228795
7.43,0.21623711
7.435,0.01742068
7.44,0.10264248
7.445,0.031760618
7.45,-0.022671275
7.455,0.0373739
7.46,0.08201511
7.465,0.037331387
7.47,0.096664
7.475,0.05607456
7.48,0.047449887
7.485,0.0060303807
7.49,0.03530799
7.495,-0.0025816113
7.5,-0.00059099495
7.505,0.026030108
7.51,0.02020134
7.515,0.061789095
7.52,0.014573082
7.525,-0.0005737245
7.53,-0.057131737
7.535,0.05658914
7.54,0.032971203
7.545,0.00408113
7.55,-0.03870625
7.555,0.009827182
7.56,-0.026942968
7.565,0.05169463
7.57,-0.006338738
7.575,-0.015917875
7.58,-0.03949821
7.585,0.032085523
7.59,0.06391905
7.595,-0.045132734
7.6,0.055236086
7.605,-0.0026471317
7.61,0.007357478
7.615,-0.02871558
7.62,0.005273238
7.625,-0.00831423
7.63,-0.048059106
7.635,-0.020212479
7.64,0.0026447922
7.645,-0.06046112
7.65,-0.06969692
7.655,-0.014254868
7.66,0.060348958
7.665,0.0025699437
7.67,-0.0123860985
7.675,0.012451291
7.68,0.034112915
7.685,0.098101154
7.69,0.037222654
7.695,-0.05750288
7.7,-0.00294365
7.705,-0.08308932
7.71,0.07063191
7.715,0.05878529
7.72,0.06742908
7.725,0.010151356
7.73,0.006316349
7.735,0.071780935
7.74,0.13554285
7.745,0.044167653
7.75,0.06912549
7.755,0.05810608
7.76,0.08302015
7.765,-0.011998907
7.77,0.08977039
7.775,0.064751014
7.78,0.07662408
7.785,0.05618128
7.79,0.0721467
7.795,0.023095071
7.8,0.108454615
7.805,0.08733328
7.81,0.10334693
7.815,0.051509485
7.82,-0.01181224
7.825,-0.008452199
7.83,0.029087901
7.835,0.03485076
7.84,-0.040550493
7.845,0.046662852
7.85,0.011824012
7.855,0.034737885
7.86,-0.031488895
7.865,-0.0026822835
7.87,0.009055197
7.875,0.106095105
7.88,0.052249476
7.885,0.04650724
7.89,-0.025211722
7.895,0.07335889
7.9,0.10687865
7.905,0.062212303
7.91,-0.039207175
7.915,0.020734549
7.92,0.031003311
7.925,0.07332842
7.93,-0.041426077
7.935,-0.054424576
7.94,-0.009399846
7.945,0.02616191
7.95,-0.02376417
7.955,-0.038134716
7.96,0.028247222
7.965,0.0027623028
7.97,0.050765187
7.975,-0.0046491474
7.98,0.014986336
7.985,0.03803152
7.99,0.086077064
7.995,0.054623768
8.0,0.023406565
8.005,-0.026367329
8.01,0.024020746
8.015,0.024211094
8.02,0.044059962
8.025,0.02963616
8.03,0.022430316
8.035,0.024764672
8.04,0.021815628
8.045,0.048887894
8.05,0.046408117
8.055,-0.0062230155
8.06,0.0033017248
8.065,0.02827464
8.07,0.049306497
8.075,0.07836652
8.08,0.0029115975
8.085,0.038162783
8.09,0.07778798
8.095,-0.005982548
8.1,0.041815206
8.105,0.07329665
8.11,0.14454184
8.115,0.08352278
8.12,0.17699589
8.125,0.16852461
8.13,0.100796595
8.135,0.11218022
8.14,0.0549998
8.145,0.061427444
8.15,0.14078479
8.155,0.13438798
8.16,0.04412806
8.165,0.085570395
8.17,0.12838562
8.175,0.075200394
8.18,0.15380247
8.185,0.044991314
8.19,0.012176618
8.195,0.062339544
8.2,-0.018688701
8.205,-0.03445582
8.21,-0.038345516
8.215,0.0497396
8.22,0.013366863
8.225,0.026043236
8.23,-0.042985745
8.235,0.05011928
8.24,0.087741256
8.245,0.057362095
8.25,0.03790909
8.255,0.03225115
8.26,0.050104633
8.265,0.12612303
8.27,0.014257759
8.275,0.032417387
8.28,0.025171265
8.285,0.097260356
8.29,-0.010816641
8.295,0.06488788
8.3,-0.02099546
8.305,-0.022059046
8.31,-0.039086714
8.315,0.040764958
8.32,-0.06617447
8.325,-0.0646942
8.33,0.021413863
8.335,-0.030587554
8.34,-0.03871219
8.345,0.0445558
8.35,0.02573818
8.355,-0.07829039
8.36,0.018120587
8.365,0.009695098
8.37,-0.000594154
8.375,0.02821891
8.38,0.03600453
8.385,-0.011924073
8.39,-0.0050669387
8.395,0.0075145364
8.4,-0.01773762
8.405,0.086671904
8.41,0.010518551
8.415,0.037035465
8.42,-0.032802843
8.425,0.011727855
8.43,-0.012870461
8.435,-0.028305791
8.44,-0.07006721
8.445,0.034980386
8.45,-0.003021419
8.455,0.06580339
8.46,0.0024499893
8.465,-0.020140894
8.47,0.03196843
8.475,-0.00030606985
8.48,0.098317534
8.485,-0.029677533
8.49,0.055885777
8.495,0.079955906
8.5,0.0776048
8.505,0.07634878
8.51,0.09474419
8.515,0.15102924
8.52,0.0914623
8.525,0.028179035
8.53,0.041082114
8.535,0.08144647
8.54,0.08995798
8.545,0.003343895
8.55,-0.026221827
8.555,0.00023378432
8.56,0.026910916
8.565,-0.012836359
8.57,0.012538686
8.575,0.032372415
8.58,-0.044083796
8.585,-0.057087183
8.59,-0.014962673
8.595,0.040476874
8.6,0.08968049
8.605,0.012264669
8.61,-0.04131245
8.615,0.01731944
8.62,0.12450735
8.625,0.06683029
8.63,0.03919387
8.635,0.0030308068
8.64,0.07579583
8.645,0.14281286
8.65,0.028144747
8.655,0.020841926
8.66,0.01233387
8.665,0.036505297
8.67,0.011226147
8.675,0.030687809
8.68,-0.0029183924
8.685,-0.055355497
8.69,-0.060625575
8.695,0.048665658
8.7,-0.025133707
8.705,-0.017083183
8.71,0.033483997
8.715,-0.007837236
8.72,-0.0126757845
8.725,-0.026999556
8.73,0.019846722
8.735,-0.060542315
8.74,0.08437973
8.745,-0.02871801
8.75,-0.045187376
8.755,0.05034381
8.76,0.0009380728
8.765,-0.04649879
8.77,-0.02950561
8.775,-0.01940035
8.78,-0.028051816
8.785,0.013702363
8.79,0.018052012
8.795,-0.032945193
8.8,-0.044339545
8.805,-0.074751005
8.81,0.022668704
8.815,-0.026101246
8.82,-0.07566109
8.825,0.036187813
8.83,-0.0012634546
8.835,-0.00890664
8.84,-0.021738976
8.845,-0.06730954
8.85,0.0017472059
8.855,0.0254194
8.86,-0.016179591
8.865,0.03097786
8.87,0.0119307935
8.875,0.0076061636
8.88,0.056383193
8.885,0.047782272
8.89,0.07571711
8.895,0.050088733
8.9,-0.0024942756
8.905,0.03537233
8.91,0.009640604
8.915,0.07610321
8.92,0.0014498234
8.925,0.019119576
8.93,0.026989847
8.935,-0.031072825
8.94,0.007698044
8.945,-0.011728659
8.95,0.046277627
8.955,0.03729208
8.96,0.115623996
8.965,0.011200309
8.97,0.028163776
8.975,0.13519923
8.98,0.094094515
8.985,0.0020591766
8.99,0.07061282
8.995,0.085361496
9.0,0.12914167
9.005,0.09374054
9.01,0.04034306
9.015,0.02276346
9.02,0.12068252
9.025,0.087128714
9.03,0.016645372
9.035,0.041220963
9.04,0.05248657
9.045,0.06815879
9.05,0.05329947
9.055,0.02108787
9.06,-0.0005003959
9.065,0.022921264
9.07,0.0012899786
9.075,0.027418137
9.08,0.043676257
9.085,0.0515614
9.09,0.078765556
9.095,0.06553905
9.1,0.0054715276
9.105,0.015106842
9.11,0.06871422
9.115,0.034903213
9.12,0.08045015
9.125,0.13216265
9.13,-0.00287427
9.135,0.08131693
9.14,0.08756842
9.145,-0.018528521
9.15,-0.0045492053
9.155,0.059694454
9.16,0.036125198
9.165,0.019548386
9.17,0.07240842
9.175,-0.06494567
9.18,-0.03410212
9.185,-0.031416938
9.19,0.060769573
9.195,-0.035395585
9.2,-0.0075642318
9.205,-0.035188906
9.21,0.06217681
9.215,-0.003032118
9.22,-0.03696119
9.225,-0.019710518
9.23,-0.014376663
9.235,0.0034980923
9.24,-0.034438647
9.245,-0.018904865
9.25,-0.05599191
9.255,-0.012450464
9.26,0.017554864
9.265,0.03062582
9.27,0.017529339
9.275,0.017515913
9.28,-0.017213404
9.285,0.00016985834
9.29,-0.028197765
9.295,-0.028922014
9.3,-0.017472416
9.305,-0.029475011
9.31,-0.03948436
9.315,-0.04028161
9.32,-0.05507634
9.325,0.011641294
9.33,0.0031058788
9.335,0.037785366
9.34,-0.008877635
9.345,0.0044309795
9.35,0.03312239
9.355,0.12751894
9.36,0.045970887
9.365,0.02296473
9.37,0.03179519
9.375,0.056501567
9.38,0.11549233
9.385,0.05900213
9.39,0.006961927
9.395,0.048055515
9.4,0.049972042
9.405,0.10054931
9.41,0.053592548
9.415,-0.038670264
9.42,0.0054798573
9.425,0.052297503
9.43,0.056941956
9.435,0.020958886
9.44,-0.025880389
9.445,0.010201424
9.45,-0.004066333
9.455,-0.01188767
9.46,0.03130907
9.465,-0.0023407787
9.47,-0.0027393103
9.475,-0.05071149
9.48,-0.04252427
9.485,0.019829541
9.49,-0.03530395
9.495,0.022412702
9.5,0.0734659
9.505,-0.03885895
9.51,-0.0063144118
9.515,-0.025014192
9.52,-0.07126028
9.525,-0.013614424
9.53,-9.064376e-05
9.535,0.022116795
9.54,-0.013798721
9.545,0.031158105
9.55,-0.04607988
9.555,-0.035266295
9.56,-0.04070761
9.565,-0.015384495
9.57,-0.038229197
9.575,0.032466516
9.58,-0.046946324
9.585,-0.0060444027
9.59,-0.014948547
9.595,0.0035077482
9.6,-0.051223233
9.605,-0.009867325
9.61,-0.03367708
9.615,0.024837404
9.62,0.03092882
9.625,-0.01610022
9.63,-0.017251417
9.635,-0.034007467
9.64,0.07179941
9.645,0.060725927
9.65,0.03630899
9.655,-0.0044794083
9.66,0.014330015
9.665,0.060242638
9.67,0.06277454
9.675,0.017854348
9.68,0.010545075
9.685,0.055901214
9.69,-0.036039375
9.695,0.0041549206
9.7,-0.017371073
9.705,-0.0030578077
9.71,0.041570067
9.715,0.046068266
9.72,0.04888831
9.725,0.04088828
9.73,-0.0061213896
9.735,0.085222825
9.74,0.1161474
9.745,0.020280272
9.75,0.045943066
9.755,0.05571182
9.76,0.13138922
9.765,0.070183784
9.77,0.068432406
9.775,-0.012145929
9.78,0.047680885
9.785,0.04274246
9.79,0.12827922
9.795,-0.010442026
9.8,0.026802137
9.805,-0.028335355
9.81,0.0076413155
9.815,0.048513144
9.82,0.026337117
9.825,0.0055360943
9.83,0.0014809668
9.835,0.052601412
9.84,0.05666867
9.845,-0.009151541
9.85,0.035901085
9.855,0.05169426
9.86,0.052982703
9.865,0.08218327
9.87,0.15125252
9.875,0.060158864
9.88,0.030832216
9.885,0.15141548
9.89,-0.0066255704
9.895,0.007879615
9.9,0.12409197
9.905,0.061983347
9.91,0.0784767
9.915,0.099563286
9.92,0.055624187
9.925,0.008198366
9.93,-0.007281579
9.935,-0.012188107
9.94,-0.019206233
9.945,-0.052104734
9.95,0.00061139464
9.955,0.03140281
9.96,0.010864586
9.965,-0.036896534
9.97,0.1077531
9.975,-0.0015537888
9.98,-0.044651143
9.985,0.0330223
9.99,0.06203115
9.995,0.013623521
10.0,-0.029565133
10.005,0.06995587
10.01,0.08849549
10.015,0.109764695
10.02,0.04968667
10.025,-0.025266603
10.03,0.0052793026
10.035,0.04363157
10.04,0.117240414
10.045,0.04527597
10.05,0.010116011
10.055,-0.0046664476
10.06,0.14013009
10.065,0.030319631
10.07,0.10611996
10.075,0.021549016
10.08,0.024149925
10.085,-0.0050760135
10.09,0.020326003
10.095,0.040372625
10.1,0.08017114
10.105,0.050998107
10.11,0.0050240606
10.115,0.026064605
10.12,0.19345088
10.125,0.12858702
10.13,0.046478152
10.135,-0.02453313
10.14,0.099855244
10.145,0.19615577
10.15,0.074520916
10.155,0.10670921
10.16,-0.05728849
10.165,0.11218317
10.17,0.04068628
10.175,0.11122981
10.18,0.068534195
10.185,-0.037843645
10.19,0.015447617
10.195,0.04465036
10.2,0.021940082
10.205,-0.0017398298
10.21,-0.056491084
10.215,-0.06075581
10.22,0.010649443
10.225,-0.019094348
10.23,-0.059233822
10.235,0.025351405
10.24,-0.033833317
10.245,0.11253755
10.25,0.14971553
10.255,-0.010319129
10.26,0.04221694
10.265,0.052415892
10.27,-0.02861569
10.275,0.041308314
10.28,0.1014839
10.285,0.033434793
10.29,0.0580986
10.295,0.061782435
10.3,-0.030994534
10.305,0.099644944
10.31,-0.012484238
10.315,-0.030563712
10.32,0.02513735
10.325,0.031203121
10.33,0.034413695
10.335,0.03240469
10.34,-0.012161754
10.345,0.038624182
10.35,-0.003785938
10.355,0.049610347
10.36,-0.017446324
10.365,-0.004929453
10.37,0.0035234243
10.375,0.13172035
10.38,0.0560347
10.385,0.057704076
10.39,-0.059233673
10.395,0.19237737
10.4,0.10325433
10.405,0.115693316
10.41,0.009713516
10.415,0.04734394
10.42,0.13048719
10.425,0.11470103
10.43,0.09880461
10.435,0.017441213
10.44,0.05454068
10.445,0.13142367
10.45,0.1424243
10.455,-0.04834576
10.46,-0.027474679
10.465,0.0010224879
10.47,0.08745064
10.475,-0.013620414
10.48,0.08655423
10.485,0.018292546
10.49,-0.011335865
10.495,0.05950901
10.5,0.16102175
10.505,0.19529815
10.51,0.0041242093
10.515,0.025618821
10.52,0.1610892
10.525,0.25614083
10.53,0.0891415
10.535,0.08750433
10.54,-0.045241505
10.545,0.20026998
10.55,0.09046835
10.555,0.07838158
10.56,0.1193891
10.565,0.009631395
10.57,-0.014936939
10.575,0.04648617
10.58,0.015990019
10.585,0.04587899
10.59,0.0026957095
10.595,0.057443693
10.6,0.10379884
10.605,0.04824829
10.61,0.066367194
10.615,0.12516056
10.62,0.03268066
10.625,0.21039905
10.63,0.18241568
10.635,0.056415245
10.64,0.033499926
10.645,0.05041091
10.65,-0.06661338
10.655,0.059910595
10.66,0.029833883
10.665,-0.0037637055
10.67,0.048781306
10.675,0.013076469
10.68,-0.0236874
10.685,0.090173274
10.69,-0.037517667
10.695,-0.01864881
10.7,0.020656183
10.705,0.034409925
10.71,0.0009456277
10.715,0.037420556
10.72,-0.041338943
10.725,0.0034695119
10.73,0.01254639
10.735,0.051276237
10.74,-0.015675135
10.745,0.007832617
10.75,0.010925561
10.755,0.09468047
10.76,0.02124089
10.765,0.014906764
10.77,0.028147966
10.775,0.15194882
10.78,0.049244985
10.785,0.052978054
10.79,0.0572138
10.795,0.11514214
10.8,0.07687345
10.805,-0.015514009
10.81,-0.016453773
10.815,0.07459539
10.82,0.10328032
10.825,0.06290147
10.83,0.06339571
10.835,0.025300339
10.84,0.014508054
10.845,0.04492663
10.85,0.14002399
10.855,0.058122486
10.86,-0.025645688
10.865,-0.0038261116
10.87,0.10164718
10.875,0.10365361
10.88,0.102956176
10.885,0.04744725
10.89,0.053920686
10.895,0.14580669
10.9,0.1881771
10.905,0.13705926
10.91,-0.035167396
10.915,0.02082403
10.92,0.14651494
10.925,0.18970926
10.93,0.039453357
10.935,-0.0077138245
10.94,-0.03391008
10.945,0.06842761
10.95,0.07063986
10.955,0.042768866
10.96,-0.03275436
10.965,-0.03973701
10.97,-0.04008618
10.975,0.10759336
10.98,0.010309294
10.985,-0.017804854
10.99,0.051145896
10.995,0.05849348
11.0,0.039108917
11.005,0.1832592
11.01,0.008997813
11.015,-0.017122477
11.02,-0.0166037
11.025,0.12602283
11.03,-0.0417192
11.035,0.093725145
11.04,-0.020921446
11.045,0.1212074
11.05,0.053329155
11.055,-0.020623975
11.06,0.043902934
11.065,0.083596826
11.07,0.011769161
11.075,0.04953462
11.08,0.12241401
11.085,-0.0013589263
11.09,-0.012086041
11.095,0.0019773394
11.1,-0.051869936
11.105,-0.009298705
11.11,-0.013562366
11.115,-0.009334244
11.12,0.017564192
11.125,0.06411287
11.13,0.04362707
11.135,0.024310276
11.14,0.041256353
11.145,0.055395186
11.15,0.08245157
11.155,0.1492167
11.16,0.07882887
11.165,0.12064247
11.17,-0.0032496005
11.175,0.02686438
11.18,0.07235485
11.185,0.098639816
11.19,0.05963023
11.195,-0.01708392
11.2,-0.03446292
11.205,0.10499883
11.21,-0.0005123019
11.215,-0.042191803
11.22,0.115276545
11.225,-0.011378676
11.23,0.023226082
11.235,-0.0062672123
11.24,0.106092274
11.245,0.10322307
11.25,0.038662523
11.255,0.0073317587
11.26,0.02705793
11.265,0.11289525
11.27,0.11885372
11.275,0.09017049
11.28,-0.014230967
11.285,0.047427952
11.29,0.09312017
11.295,0.12174623
11.3,-0.008403562
11.305,0.018548116
11.31,0.038583532
11.315,0.012543082
11.32,0.025072426
11.325,0.059098497
11.33,-0.019824214
11.335,0.06579076
11.34,0.050097495
11.345,-0.03311778
11.35,0.11704646
11.355,0.0930358
11.36,-0.06087014
11.365,0.131335
11.37,0.13136677
11.375,0.012418523
11.38,0.07764347
11.385,0.17655857
11.39,0.04248728
11.395,0.10002373
11.4,0.0858295
11.405,-0.0035895854
11.41,-0.008195467
11.415,0.22637154
11.42,0.06733076
11.425,0.11339472
11.43,0.091719404
11.435,-0.004927814
11.44,-0.0008725226
11.445,0.08900441
11.45,-0.03012827
11.455,0.032488227
11.46,0.038755074
11.465,-0.032327086
11.47,-0.0020026118
11.475,0.0044500083
11.48,-0.06747714
11.485,-0.04792227
11.49,-0.015085988
11.495,-0.0065160617
11.5,-0.035593413
11.505,0.0023079216
11.51,-0.04172816
11.515,-0.037196696
11.52,0.02680181
11.525,0.071817026
11.53,0.025045842
11.535,-0.0024473518
11.54,0.07039806
11.545,0.03667918
11.55,0.017880931
11.555,0.026606947
11.56,0.011928856
11.565,-0.0073437765
11.57,-0.016187385
11.575,0.07867277
11.58,0.05618888
11.585,-0.0046180487
11.59,-0.066846944
11.595,0.08204973
11.6,0.069119945
11.605,0.024622515
11.61,-0.041296095
11.615,0.10610144
11.62,0.06507394
11.625,0.0783544
11.63,-0.009815812
11.635,0.11793344
11.64,0.1307851
11.645,0.10164656
11.65,0.031357348
11.655,0.07146007
11.66,0.09359595
11.665,0.15502499
11.67,0.012603998
11.675,-0.05058927
11.68,-0.06782065
11.685,0.07079342
11.69,0.028837755
11.695,-0.028497733
11.7,0.07151948
11.705,-0.009062618
11.71,-0.015686594
11.715,0.10956836
11.72,0.011412784
11.725,0.0066022277
11.73,0.071477115
11.735,0.048899338
11.74,0.03235066
11.745,0.08843209
11.75,0.1311626
11.755,-0.0223611
11.76,0.026127726
11.765,0.122602805
11.77,-0.025880307
11.775,0.08243838
11.78,0.09412958
11.785,0.021562397
11.79,0.18086277
11.795,0.14027135
11.8,0.055710405
11.805,0.1265441
11.81,0.072500214
11.815,-0.051048376
11.82,0.08287321
11.825,0.0582024
11.83,-0.019171186
11.835,0.09121302
11.84,-0.009001739
11.845,-0.020141013
11.85,0.048096523
11.855,-0.061642528
11.86,-0.054965697
11.865,0.033867985
11.87,-0.036230296
11.875,-0.029395975
11.88,-0.03799577
11.885,0.07411493
11.89,0.0021951497
11.895,0.049794465
11.9,0.055108175
11.905,0.043353543
11.91,0.05644022
11.915,0.0712447
11.92,0.12426643
11.925,0.1034092
11.93,0.0060907155
11.935,-0.029574916
11.94,0.057385296
11.945,0.061265483
11.95,0.06680119
11.955,-0.027768888
11.96,0.06955345
11.965,0.07079017
11.97,0.011318594
11.975,0.016154334
11.98,0.027056292
11.985,0.10891947
11.99,0.023049235
11.995,-0.06446917
12.0,0.040200964
12.005,0.12432666
12.01,0.002240315
12.015,0.01821296
12.02,-0.006695308
12.025,0.10415244
12.03,0.04894644
12.035,0.025031328
12.04,-0.051302306
12.045,0.031803235
12.05,0.01675266
12.055,0.0053095967
12.06,0.030846342
12.065,-0.0755319
12.07,0.0036071092
12.075,0.060936242
12.08,0.049026966
12.085,0.05278729
12.09,0.1620317
12.095,0.06579788
12.1,0.083964914
12.105,0.12093173
12.11,0.098847404
12.115,0.06580047
12.12,0.1800418
12.125,0.105415225
12.13,0.13216828
12.135,0.060949057
12.14,0.020105615
12.145,0.073817104
12.15,0.11781746
12.155,0.093879804
12.16,0.23421757
12.165,0.106742844
12.17,0.16813625
12.175,0.18057604
12.18,0.03766182
12.185,0.041820765
12.19,0.1696537
12.195,0.0439229
12.2,0.084417894
12.205,0.23671494
12.21,0.009163663
12.215,0.0820093
12.22,0.05711764
12.225,-0.015950158
12.23,0.084739566
12.235,0.070859104
12.24,-0.014248073
12.245,-0.009199381
12.25,0.053207308
12.255,-0.026182942
12.26,-0.019286253
12.265,0.014732733
12.27,0.010121182
12.275,0.07568288
12.28,0.054125607
12.285,0.029758677
12.29,0.037352473
12.295,0.04534465
12.3,0.072459236
12.305,0.103443354
12.31,-0.019284934
12.315,-0.03770382
12.32,0.04684764
12.325,0.08171706
12.33,-0.010442309
12.335,-0.04825183
12.34,-0.037695922
12.345,0.09890631
12.35,0.004846126
12.355,-0.0077541173
12.36,0.01568897
12.365,0.034770846
12.37,0.0927605
12.375,-0.01779978
12.38,0.069331825
12.385,0.04395102
12.39,0.041703463
12.395,-0.02063609
12.4,-0.016644515
12.405,0.09460299
12.41,0.07955702
12.415,-0.05591782
12.42,-0.056051128
12.425,0.03828457
12.43,0.037686184
12.435,0.014996856
12.44,-0.036394984
12.445,0.01013425
12.45,-0.00493674
12.455,0.001974687
12.46,0.014373824
12.465,0.0023028255
12.47,0.02928622
12.475,-0.015135787
12.48,0.016342297
12.485,-0.01299987
12.49,0.01897423
12.495,-0.016319387
12.5,0.03553827
12.505,-0.04589223
12.51,-0.017153107
12.515,-0.053345434
12.52,0.012937918
12.525,0.022966087
12.53,-0.006287001
12.535,0.03306544
12.54,0.011675835
12.545,0.08363032
12.55,0.119423956
12.555,-0.015803024
12.56,-0.02688878
12.565,0.12427957
12.57,-0.006553717
12.575,-0.025785334
12.58,0.20904265
12.585,-0.020734198
12.59,0.021403298
12.595,0.061802924
12.6,0.047562063
12.605,-0.01375512
12.61,0.103827834
12.615,-0.010067515
12.62,-0.067412995
12.625,0.04990518
12.63,-0.040793613
12.635,0.052270085
12.64,0.019606411
12.645,0.01567714
12.65,0.046855733
12.655,0.09804425
12.66,0.07642476
12.665,0.10124378
12.67,0.03766474
12.675,0.060937017
12.68,0.12005173
12.685,0.12640314
12.69,0.062565774
12.695,-0.04678604
12.7,0.015927926
12.705,0.11931743
12.71,-0.011283465
12.715,-0.008138008
12.72,-0.053190656
12.725,0.07431561
12.73,0.010916755
12.735,-0.023655288
12.74,0.010481507
12.745,-0.015740111
12.75,0.02101469
12.755,-0.08148447
12.76,0.07379022
12.765,-0.0068094656
12.77,0.044102654
12.775,-0.048556186
12.78,0.01138176
12.785,0.02804856
12.79,0.066741824
12.795,-0.022153795
12.8,-0.008332223
12.805,0.030006021
12.81,-0.029847056
12.815,0.022720098
12.82,0.005134687
12.825,-0.05691041
12.83,-0.07921381
12.835,-0.071073145
12.84,0.02228655
12.845,-0.045970365
12.85,-0.026796661
12.855,-0.0025379509
12.86,0.056777388
12.865,0.055691123
12.87,0.10247882
12.875,0.1385806
12.88,0.06854862
12.885,-0.0011173487
12.89,0.062993884
12.895,0.06910451
12.9,-0.024133846
12.905,0.053740233
12.91,0.050845966
12.915,-0.03394585
12.92,0.09244385
12.925,-0.0370467
12.93,0.104468346
12.935,0.07369459
12.94,0.015117377
12.945,0.14628212
12.95,0.22115128
12.955,0.05674188
12.96,0.15480857
12.965,0.15984727
12.97,0.021375552
12.975,-0.024575658
12.98,-0.008224502
12.985,-0.008822806
12.99,-0.040625848
12.995,-0.039459407
13.0,-0.008872338
13.005,0.027768597
13.01,-0.0067724064
13.015,0.047151506
13.02,0.06386472
13.025,0.0657939
13.03,0.072255045
13.035,0.04265827
13.04,0.09159657
13.045,0.016764775
13.05,0.0717801
13.055,0.028343588
13.06,0.053537503
13.065,0.0019750744
13.07,0.0041096807
13.075,-0.02166567
13.08,0.015501425
13.085,0.019580275
13.09,-0.060597792
13.095,-0.010814942
13.1,-0.02068916
13.105,0.046321884
13.11,0.004909694
13.115,-0.0009443909
13.12,-0.020584658
13.125,-0.022972047
13.13,-0.03310553
13.135,-0.085534774
13.14,0.020660639
13.145,-0.006046906
13.15,-0.038172312
13.155,-0.013618074
13.16,0.028823584
13.165,0.04067187
13.17,0.04700248
13.175,0.038837567
13.18,0.074398175
13.185,0.010160938
13.19,0.050311476
13.195,0.090811044
13.2,-0.001218766
13.205,0.046363935
13.21,-0.016251393
13.215,-0.055308126
13.22,-0.030866347
13.225,-0.07347557
13.23,-0.0688194
13.235,-0.0062353984
13.24,0.03139195
13.245,0.0550635
13.25,0.028716892
13.255,0.019186035
13.26,-0.028417893
13.265,0.0030166358
13.27,-0.040568233
13.275,-0.0017342418
13.28,0.030772954
13.285,0.009468794
13.29,-0.0017714798
13.295,-0.020529263
13.3,0.1114382
13.305,0.016350567
13.31,-0.04216931
13.315,0.034427255
13.32,0.06754579
13.325,0.034988448
13.33,0.16312145
13.335,0.027351469
13.34,0.13513418
13.345,0.07245031
13.35,0.027686864
